"Taxa"	"C1"	"C2"	"C3"	"C4"	"C6"	"C7"	"C8"	"C10"	"C29"	"C30"	"C38"	"C39"	"C42"	"C43"	"C46"	"C48"	"C51"	"C52"	"C55"	"C59"	"C61"	"C65"	"C68"	"C74"	"C75"	"C77"	"C82"	"C86"	"C87"	"C88"	"C89"	"C90"	"C91"	"C92"	"C95"	"C99"	"C103"	"C105"	"C106"	"C107"	"C108"	"C111"	"C113"	"C114"	"C116"	"C117"	"C118"	"C119"	"C120"	"C121"	"C123"	"C125"	"C128"	"C129"	"C137"	"C141"	"C142"	"C143"	"C144"	"C151"	"C152"	"C154"	"C156"	"C157"	"C159"	"C174"	"C177"	"C178"	"C200"	"C201"	"C416"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera"	0.173571428571429	0.269142857142857	0.0458571428571429	0.297285714285714	0.240571428571429	0.252285714285714	0.161	0.258428571428571	0.380857142857143	0.265857142857143	0.222285714285714	0.261714285714286	0.172285714285714	0.152428571428571	0.144428571428571	0.167285714285714	0.214714285714286	0.239285714285714	0.279285714285714	0.401428571428571	0.309857142857143	0.272571428571429	0.292	0.257142857142857	0.284428571428571	0.178857142857143	0.262285714285714	0.250428571428571	0.270142857142857	0.0808571428571429	0.193857142857143	0.138142857142857	0.198428571428571	0.148428571428571	0.157	0.363285714285714	0.132	0.289857142857143	0.127285714285714	0.276571428571429	0.179142857142857	0.275714285714286	0.046	0.0347142857142857	0.196285714285714	0.254428571428571	0.066	0.158	0.106428571428571	0.288714285714286	0.104857142857143	0.302	0.372571428571429	0.344857142857143	0.405714285714286	0.205142857142857	0.220142857142857	0.178857142857143	0.244571428571429	0.034	0.0584285714285714	0.268571428571429	0.500142857142857	0.322285714285714	0.221857142857143	0.278571428571429	0.384	0.364	0.301857142857143	0.139	0.0705714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"	0.197857142857143	0.144428571428571	0.184142857142857	0.203142857142857	0.138	0.175571428571429	0.169	0.218714285714286	0.17	0.0767142857142857	0.242571428571429	0.169	0.362285714285714	0.302571428571429	0.257428571428571	0.315428571428571	0.265857142857143	0.213857142857143	0.205857142857143	0.150142857142857	0.116714285714286	0.249285714285714	0.172428571428571	0.348142857142857	0.200571428571429	0.219285714285714	0.175285714285714	0.181285714285714	0.369714285714286	0.256857142857143	0.196285714285714	0.222571428571429	0.209714285714286	0.263428571428571	0.189857142857143	0.168428571428571	0.163714285714286	0.236	0.282857142857143	0.204	0.229714285714286	0.207571428571429	0.209857142857143	0.125857142857143	0.218571428571429	0.225571428571429	0.179857142857143	0.266428571428571	0.157571428571429	0.169285714285714	0.320428571428571	0.318428571428571	0.177285714285714	0.162428571428571	0.113	0.0835714285714286	0.111142857142857	0.0937142857142857	0.208428571428571	0.134428571428571	0.101428571428571	0.126428571428571	0.065	0.323857142857143	0.232571428571429	0.237142857142857	0.165142857142857	0.183	0.240142857142857	0.390571428571429	0.157
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas"	0.0745714285714286	0.131428571428571	0.111285714285714	0.144285714285714	0.239428571428571	0.174285714285714	0.113142857142857	0.106714285714286	0.156571428571429	0.318142857142857	0.196142857142857	0.192	0.109285714285714	0.124142857142857	0.214428571428571	0.127428571428571	0.156571428571429	0.195714285714286	0.190285714285714	0.151142857142857	0.283714285714286	0.195	0.214142857142857	0.113	0.364142857142857	0.126714285714286	0.207571428571429	0.319285714285714	0.124428571428571	0.271571428571429	0.268571428571429	0.297857142857143	0.300428571428571	0.194714285714286	0.194857142857143	0.148571428571429	0.224	0.121714285714286	0.0655714285714286	0.147714285714286	0.151428571428571	0.213428571428571	0.114285714285714	0.0624285714285714	0.176714285714286	0.0965714285714286	0.112285714285714	0.138142857142857	0.174571428571429	0.224571428571429	0.106285714285714	0.0755714285714286	0.137714285714286	0.109	0.276428571428571	0.240571428571429	0.0405714285714286	0.0342857142857143	0.138571428571429	0.207285714285714	0.108428571428571	0.265142857142857	0.251285714285714	0.156428571428571	0.174714285714286	0.233142857142857	0.226571428571429	0.0921428571428571	0.166142857142857	0.0998571428571429	0.108428571428571
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter"	0.137857142857143	0.133714285714286	0.246571428571429	0.101714285714286	0.0988571428571429	0.0664285714285714	0.129571428571429	0.0457142857142857	0.0268571428571429	0.0351428571428571	0.0598571428571429	0.0704285714285714	0.0577142857142857	0.085	0.0582857142857143	0.0682857142857143	0.0257142857142857	0.0474285714285714	0.0382857142857143	0.0791428571428571	0.0354285714285714	0.0407142857142857	0.0482857142857143	0.0714285714285714	0.0235714285714286	0.045	0.0544285714285714	0.0135714285714286	0.0511428571428571	0.043	0.0291428571428571	0.0277142857142857	0.0538571428571429	0.0382857142857143	0.0488571428571429	0.0758571428571429	0.0638571428571429	0.0858571428571429	0.132285714285714	0.0585714285714286	0.049	0.0304285714285714	0.0411428571428571	0.0654285714285714	0.0487142857142857	0.146	0.0775714285714286	0.0858571428571429	0.0642857142857143	0.0548571428571429	0.165857142857143	0.0981428571428571	0.0517142857142857	0.0581428571428571	0.0537142857142857	0.0772857142857143	0.0108571428571429	0.0314285714285714	0.033	0.0657142857142857	0.0667142857142857	0.0534285714285714	0.0245714285714286	0.0294285714285714	0.0435714285714286	0.0848571428571429	0.0698571428571429	0.107285714285714	0.0485714285714286	0.0398571428571429	0.0821428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium"	0.0842857142857143	0.0452857142857143	0.0441428571428571	0.0371428571428571	0.092	0.0731428571428571	0.0758571428571429	0.0615714285714286	0.0557142857142857	0.0631428571428571	0.0277142857142857	0.0464285714285714	0.0515714285714286	0.0562857142857143	0.0588571428571429	0.0651428571428571	0.041	0.0697142857142857	0.0445714285714286	0.0532857142857143	0.0502857142857143	0.0415714285714286	0.0491428571428571	0.0352857142857143	0.0244285714285714	0.035	0.0597142857142857	0.0318571428571429	0.0312857142857143	0.0295714285714286	0.0427142857142857	0.045	0.0391428571428571	0.0374285714285714	0.044	0.0461428571428571	0.125285714285714	0.0515714285714286	0.0408571428571429	0.0508571428571429	0.0582857142857143	0.0608571428571429	0.0568571428571429	0.0752857142857143	0.08	0.0318571428571429	0.0644285714285714	0.0388571428571429	0.0537142857142857	0.0447142857142857	0.015	0.0235714285714286	0.0361428571428571	0.0775714285714286	0.0178571428571429	0.0724285714285714	0.123857142857143	0.0914285714285714	0.0707142857142857	0.0394285714285714	0.0377142857142857	0.0354285714285714	0.0202857142857143	0.0211428571428571	0.0461428571428571	0.014	0.00385714285714286	0.00557142857142857	0.000285714285714286	0.00142857142857143	0.0697142857142857
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium"	0.0375714285714286	0.0285714285714286	0.0314285714285714	0.00571428571428571	0.00671428571428571	0.0312857142857143	0.0861428571428571	0.019	0.00228571428571429	0.0537142857142857	0.0641428571428571	0.0592857142857143	0.061	0.0885714285714286	0.113428571428571	0.0791428571428571	0.0748571428571429	0.0824285714285714	0.0394285714285714	0.00257142857142857	0.0258571428571429	0.0408571428571429	0.0634285714285714	0.0351428571428571	0.015	0.0378571428571429	0.0595714285714286	0	0.0167142857142857	0.0632857142857143	0.0527142857142857	0.0787142857142857	0.0524285714285714	0.0575714285714286	0.0824285714285714	0.0462857142857143	0.08	0.0357142857142857	0.0691428571428571	0.0362857142857143	0.0818571428571429	0.059	0.0867142857142857	0.0978571428571429	0.0741428571428571	0.0452857142857143	0.094	0.054	0.129857142857143	0.0575714285714286	0.0307142857142857	0.0431428571428571	0.0614285714285714	0.054	0.00871428571428571	0.0567142857142857	0.00957142857142857	0.00671428571428571	0.0482857142857143	0.0667142857142857	0.0845714285714286	0.0525714285714286	0.0118571428571429	0.0232857142857143	0.055	0.000428571428571429	0	0	0.000142857142857143	0	0.0714285714285714
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"	0.0651428571428571	0.0417142857142857	0.0717142857142857	0.042	0.0315714285714286	0.021	0.06	0.0127142857142857	0.0215714285714286	0.0144285714285714	0.0397142857142857	0.025	0.0242857142857143	0.027	0.0178571428571429	0.0148571428571429	0.0121428571428571	0.0115714285714286	0.0202857142857143	0.029	0.00871428571428571	0.0157142857142857	0.0195714285714286	0.0335714285714286	0.0151428571428571	0.0127142857142857	0.039	0.00542857142857143	0.028	0.012	0.012	0.00842857142857143	0.0157142857142857	0.0111428571428571	0.0331428571428571	0.0357142857142857	0.0114285714285714	0.0471428571428571	0.0578571428571429	0.0262857142857143	0.031	0.0135714285714286	0.0118571428571429	0.0118571428571429	0.0291428571428571	0.0601428571428571	0.023	0.0385714285714286	0.046	0.0178571428571429	0.128714285714286	0.0337142857142857	0.0224285714285714	0.0272857142857143	0.0451428571428571	0.0594285714285714	0.016	0.0184285714285714	0.0235714285714286	0.0174285714285714	0.0207142857142857	0.083	0.00914285714285714	0.0147142857142857	0.0164285714285714	0.0515714285714286	0.0677142857142857	0.131571428571429	0.0727142857142857	0.0388571428571429	0.0317142857142857
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister"	0.095	0.0817142857142857	0.110142857142857	0.102	0.106857142857143	0.0687142857142857	0.0631428571428571	0.0914285714285714	0.0707142857142857	0.016	0.0157142857142857	0.00185714285714286	0.00342857142857143	0.00485714285714286	0.00242857142857143	0.00257142857142857	0.002	0.00528571428571429	0.00142857142857143	0.0452857142857143	0.01	0.00557142857142857	0.00257142857142857	0.018	0.018	0.00342857142857143	0.00357142857142857	0.0782857142857143	0.0118571428571429	0.00728571428571429	0.00342857142857143	0.00285714285714286	0.00385714285714286	0.00257142857142857	0.00342857142857143	0.0118571428571429	0.0184285714285714	0.027	0.007	0.0387142857142857	0.00857142857142857	0.00942857142857143	0.00228571428571429	0.00242857142857143	0.00371428571428571	0.00857142857142857	0.00228571428571429	0.00328571428571429	0.00242857142857143	0.00914285714285714	0.00642857142857143	0.00785714285714286	0.00614285714285714	0.00971428571428571	0.0411428571428571	0.041	0.154857142857143	0.126285714285714	0.0678571428571429	0.0124285714285714	0.00671428571428571	0.0188571428571429	0.045	0.0184285714285714	0.0105714285714286	0.0555714285714286	0.051	0.0818571428571429	0.117857142857143	0.0941428571428571	0.00614285714285714
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.00614285714285714	0.00585714285714286	0.0344285714285714	0.00385714285714286	0.00214285714285714	0.00714285714285714	0.0105714285714286	0.00457142857142857	0.00628571428571429	0.0122857142857143	0.00757142857142857	0.0145714285714286	0.0157142857142857	0.0151428571428571	0.00814285714285714	0.00942857142857143	0.012	0.007	0.0188571428571429	0.00442857142857143	0.0192857142857143	0.0162857142857143	0.0305714285714286	0.00971428571428571	0.00414285714285714	0.0325714285714286	0.0215714285714286	0.00328571428571429	0.0102857142857143	0.0207142857142857	0.0238571428571429	0.0194285714285714	0.015	0.0152857142857143	0.0492857142857143	0.00871428571428571	0.0162857142857143	0.0147142857142857	0.022	0.028	0.0272857142857143	0.014	0.174142857142857	0.0851428571428571	0.0271428571428571	0.009	0.0811428571428571	0.03	0.0217142857142857	0.0134285714285714	0.025	0.0184285714285714	0.0122857142857143	0.0172857142857143	0.00971428571428571	0.00785714285714286	0.024	0.0134285714285714	0.0221428571428571	0.0917142857142857	0.0677142857142857	0.00771428571428571	0.00271428571428571	0.00328571428571429	0.00742857142857143	0.006	0.00271428571428571	0.00314285714285714	0.000571428571428571	0.0247142857142857	0.044
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.0128571428571429	0.00828571428571429	0.00771428571428571	0.00328571428571429	0.00314285714285714	0.0275714285714286	0.0138571428571429	0.0361428571428571	0.0265714285714286	0.0181428571428571	0.0175714285714286	0.0191428571428571	0.0142857142857143	0.0148571428571429	0.0104285714285714	0.0151428571428571	0.0264285714285714	0.012	0.0255714285714286	0.0318571428571429	0.00514285714285714	0.0135714285714286	0.00957142857142857	0.00757142857142857	0.00828571428571429	0.00842857142857143	0.0147142857142857	0.059	0.00214285714285714	0.0325714285714286	0.0271428571428571	0.0174285714285714	0.0111428571428571	0.0341428571428571	0.0181428571428571	0.00957142857142857	0.00457142857142857	0.004	0.0157142857142857	0.007	0.0181428571428571	0.0111428571428571	0.0107142857142857	0.043	0.00828571428571429	0.00785714285714286	0.0167142857142857	0.0101428571428571	0.0187142857142857	0.0108571428571429	0.00442857142857143	0.00428571428571429	0.0154285714285714	0.013	0.000857142857142857	0.0128571428571429	0.0311428571428571	0.0998571428571429	0.0182857142857143	0.0222857142857143	0.0277142857142857	0.0111428571428571	0.00585714285714286	0.00485714285714286	0.0272857142857143	0	0.000142857142857143	0.000285714285714286	0	0.000142857142857143	0.0117142857142857
