SequenceID,Pipeline,LibraryTube,LibraryBarcode,Final Library Concentration,Volume Added to Pool (uL),Run ID,Pooled Library Code,ExtractID,ExtractDate,ExtractedBy,ExtractType,ExtractKit, ExtractConcentration,ExtractBox,ExtractNotes,SampleID,SampleSubject,SampleDate,SampleCollectedBy,SampleNotes,SampleBox,Pooled Library ID,Pooled Library Code,Flow Cell Loaded By,Flow Cell ID,Flow Cell Type,Sequencer,MinION Position,Flongle Adapter,Kit,Run Date,Pipeline,Run Notes
HDZ-175-S61,16S,15,16S15,1.89,2.1,MIN_16_2024-6-12,hdz3,HDZ-175-E1,4/15/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,22,HDZ Loris DNA Extracts Box 2,,HDZ-175,Culi,12/13/2023,HDZ Keepers,,4,16S_HDZ-PL-003,hdz3,SA,AUA949,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/12/2024,16S,
HDZ-188-S62,16S,16,16S16,1.77,2.3,MIN_16_2024-6-12,hdz3,HDZ-188-E1,4/15/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,24,HDZ Loris DNA Extracts Box 2,,HDZ-188,Warble,12/5/2023,HDZ Keepers,,4,16S_HDZ-PL-003,hdz3,SA,AUA949,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/12/2024,16S,
HDZ-058-S63,16S,17,16S17,3.9,1,MIN_16_2024-6-12,hdz3,HDZ-058-E1,2/12/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,25,HDZ Loris DNA Extracts Box 1,,HDZ-058,Culi,11/21/2023,HDZ Keepers,,2,16S_HDZ-PL-003,hdz3,SA,AUA949,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/12/2024,16S,
HDZ-089-S64,16S,18,16S18,6.9,0.6,MIN_16_2024-6-12,hdz3,HDZ-089-E1,4/3/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,25,HDZ Loris DNA Extracts Box 1,,HDZ-089,Culi,12/24/2023,HDZ Keepers,,3,16S_HDZ-PL-003,hdz3,SA,AUA949,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/12/2024,16S,
HDZ-093-S65,16S,19,16S19,1.69,2.4,MIN_16_2024-6-12,hdz3,HDZ-093-E1,4/3/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,25,HDZ Loris DNA Extracts Box 1,,HDZ-093,Warble,12/23/2023,HDZ Keepers,,3,16S_HDZ-PL-003,hdz3,SA,AUA949,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/12/2024,16S,
HDZ-094-S66,16S,20,16S20,1.46,2.8,MIN_16_2024-6-12,hdz3,HDZ-094-E1,4/4/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,25,HDZ Loris DNA Extracts Box 2,,HDZ-094,Culi,11/20/2023,HDZ Keepers,,3,16S_HDZ-PL-003,hdz3,SA,AUA949,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/12/2024,16S,
HDZ-155-S67,16S,21,16S21,1.71,2.3,MIN_16_2024-6-12,hdz3,HDZ-155-E1,4/9/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,25,HDZ Loris DNA Extracts Box 2,,HDZ-155,Warble,12/15/2023,HDZ Keepers,,3,16S_HDZ-PL-003,hdz3,SA,AUA949,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/12/2024,16S,
HDZ-156-S68,16S,22,16S22,2.31,1.7,MIN_16_2024-6-12,hdz3,HDZ-156-E1,4/9/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,25,HDZ Loris DNA Extracts Box 2,,HDZ-156,Culi,12/15/2023,HDZ Keepers,,3,16S_HDZ-PL-003,hdz3,SA,AUA949,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/12/2024,16S,
HDZ-104-S69,16S,23,16S23,2.51,1.6,MIN_16_2024-6-12,hdz3,HDZ-104-E1,4/8/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,26,HDZ Loris DNA Extracts Box 2,,HDZ-104,Warble,11/20/2023,HDZ Keepers,,3,16S_HDZ-PL-003,hdz3,SA,AUA949,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/12/2024,16S,
PL-NTC-003-CTRL,16S,24,16S24,0.757,5.3,MIN_16_2024-6-12,hdz3,PL-NTC-003-E1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16S_HDZ-PL-003,hdz3,SA,AUA949,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/12/2024,16S,
HDZ-193-S70,16S,1,16S1,2.73,1.5,MIN_16_2024-6-13,hdz4,HDZ-193-E1,5/20/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,26,HDZ Loris DNA Extracts Box 3,,HDZ-193,Warble,1/6/2024,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-187-S71,16S,2,16S2,2.38,1.7,MIN_16_2024-6-13,hdz4,HDZ-187-E1,4/15/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,32,HDZ Loris DNA Extracts Box 2,,HDZ-187,Culi,12/6/2023,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-099-S72,16S,3,16S3,4.72,0.9,MIN_16_2024-6-13,hdz4,HDZ-099-E1,4/4/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,32,HDZ Loris DNA Extracts Box 2,,HDZ-099,Warble,12/21/2023,HDZ Keepers,,3,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-186-S73,16S,4,16S4,3.47,1.2,MIN_16_2024-6-13,hdz4,HDZ-186-E1,4/15/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,33,HDZ Loris DNA Extracts Box 2,,HDZ-186,Warble,12/6/2023,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-181-S74,16S,5,16S5,1.43,2.8,MIN_16_2024-6-13,hdz4,HDZ-181-E1,4/15/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,33,HDZ Loris DNA Extracts Box 2,,HDZ-181,Culi,12/10/2023,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-192-S75,16S,6,16S6,3,1.3,MIN_16_2024-6-13,hdz4,HDZ-192-E1,4/15/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,33,HDZ Loris DNA Extracts Box 2,,HDZ-192,Culi,1/7/2024,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-196-S76,16S,7,16S7,2.56,1.6,MIN_16_2024-6-13,hdz4,HDZ-196-E1,5/20/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,33,HDZ Loris DNA Extracts Box 3,,HDZ-196,Culi,2/5/2024,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-161-S77,16S,8,16S8,2.17,1.9,MIN_16_2024-6-13,hdz4,HDZ-161-E1,4/9/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,34,HDZ Loris DNA Extracts Box 2,,HDZ-161,Warble,12/16/2023,HDZ Keepers,,3,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-087-S78,16S,9,16S9,4.23,0.9,MIN_16_2024-6-13,hdz4,HDZ-087-E1,4/3/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,34,HDZ Loris DNA Extracts Box 2,,HDZ-087,Culi,12/29/2023,HDZ Keepers,,3,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-071-S79,16S,10,16S10,1.19,3.4,MIN_16_2024-6-13,hdz4,HDZ-071-E1,1/24/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,35,HDZ Loris DNA Extracts Box 1,,HDZ-071,Culi,12/2/2023,HDZ Keepers,,2,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-060-S80,16S,11,16S11,4.24,0.9,MIN_16_2024-6-13,hdz4,HDZ-060-E1,4/8/2024,WJ/MB,DNA,Quick-DNA Fecal/Soil Microbe,35,HDZ Loris DNA Extracts Box 2,,HDZ-060,Culi,12/15/2023,HDZ Keepers,,2,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-219-S81,16S,12,16S12,4.43,0.9,MIN_16_2024-6-13,hdz4,HDZ-219-E1,5/2/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,37,HDZ Loris DNA Extracts Box 2,,HDZ-219,Culi,3/16/2024,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-163-S82,16S,13,16S13,3.7,1.1,MIN_16_2024-6-13,hdz4,HDZ-163-E1,4/9/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,40,HDZ Loris DNA Extracts Box 2,,HDZ-163,Culi,12/19/2023,HDZ Keepers,,3,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-106-S83,16S,14,16S14,4.82,0.8,MIN_16_2024-6-13,hdz4,HDZ-106-E1,4/8/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,40,HDZ Loris DNA Extracts Box 2,,HDZ-106,Warble,1/1/2024,HDZ Keepers,,3,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-183-S84,16S,15,16S15,3.7,1.1,MIN_16_2024-6-13,hdz4,HDZ-183-E1,4/15/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,41,HDZ Loris DNA Extracts Box 2,,HDZ-183,Warble,12/7/2023,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-220-S85,16S,16,16S16,1.51,2.7,MIN_16_2024-6-13,hdz4,HDZ-220-E1,5/2/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,42,HDZ Loris DNA Extracts Box 2,,HDZ-220,Culi,3/17/2024,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-199-S86,16S,17,16S17,2.19,1.8,MIN_16_2024-6-13,hdz4,HDZ-199-E1,5/20/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,52,HDZ Loris DNA Extracts Box 3,,HDZ-199,Warble,2/6/2024,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-194-S87,16S,18,16S18,1.76,2.3,MIN_16_2024-6-13,hdz4,HDZ-194-E1,5/20/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,53,HDZ Loris DNA Extracts Box 3,,HDZ-194,Warble,2/2/2024,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-198-S88,16S,19,16S19,1.98,2,MIN_16_2024-6-13,hdz4,HDZ-198-E1,5/20/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,70,HDZ Loris DNA Extracts Box 3,,HDZ-198,Culi,2/8/2024,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-217-S89,16S,20,16S20,1.15,3.5,MIN_16_2024-6-13,hdz4,HDZ-217-E1,5/2/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,72,HDZ Loris DNA Extracts Box 2,,HDZ-217,Warble,3/26/2024,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-221-S90,16S,21,16S21,1.64,2.4,MIN_16_2024-6-13,hdz4,HDZ-221-E1,5/2/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,76,HDZ Loris DNA Extracts Box 2,,HDZ-221,Culi,3/14/2024,HDZ Keepers,,4,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-097-S91,16S,22,16S22,6.3,0.6,MIN_16_2024-6-13,hdz4,HDZ-097-E1,4/4/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,83,HDZ Loris DNA Extracts Box 2,,HDZ-097,Culi,12/25/2023,HDZ Keepers,,3,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-085-S92,16S,23,16S23,4.31,0.9,MIN_16_2024-6-13,hdz4,HDZ-085-E1,3/6/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,94,HDZ Loris DNA Extracts Box 2,,HDZ-085,Culi,1/1/2024,HDZ Keepers,,3,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
PL-NTC-004-CTRL,16S,24,16S24,0.663,1.8,MIN_16_2024-6-13,hdz4,PL-NTC-004-E1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16S_HDZ-PL-004,hdz4,SA,AUD364,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,6/13/2024,16S,
HDZ-002-S93,16S,1,16S1,1.9,2.1,MIN_16_2024-7-17,hdz5,HDZ-002-E1,2/12/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,40,,,HDZ-002,Warble,11/1/2023,HDZ Keepers,,1,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-036-S94,16S,2,16S2,1,4,MIN_16_2024-7-17,hdz5,HDZ-036-E1,4/8/2024,WJ/MB,DNA,Quick-DNA Fecal/Soil Microbe,29,HDZ Loris DNA Extracts Box 2,,HDZ-036,Warble,11/9/2023,HDZ Keepers,,1,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-096-S95,16S,3,16S3,2.19,1.8,MIN_16_2024-7-17,hdz5,HDZ-096-E1,4/4/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,41,HDZ Loris DNA Extracts Box 2,,HDZ-096,Warble,12/27/2023,HDZ Keepers,,3,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-102-S96,16S,4,16S4,1.21,3.3,MIN_16_2024-7-17,hdz5,HDZ-102-E1,4/4/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,32,HDZ Loris DNA Extracts Box 2,,HDZ-102,Culi?,12/23/2023,HDZ Keepers,,3,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-105-S97,16S,5,16S5,0.826,4.9,MIN_16_2024-7-17,hdz5,HDZ-105-E1,4/8/2024,WJ,DNA,Quick-DNA Fecal/Soil Microbe,39,HDZ Loris DNA Extracts Box 2,,HDZ-105,Warble,12/28/2023,HDZ Keepers,,3,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-179-S98,16S,6,16S6,0.864,4.6,MIN_16_2024-7-17,hdz5,HDZ-179-E1,4/15/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,32,HDZ Loris DNA Extracts Box 2,,HDZ-179,Culi,12/11/2023,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-180-S99,16S,7,16S7,1.37,2.9,MIN_16_2024-7-17,hdz5,HDZ-180-E1,4/15/2024,MB,DNA,Quick-DNA Fecal/Soil Microbe,26,HDZ Loris DNA Extracts Box 2,,HDZ-180,Culi,12/12/2023,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-200-S100,16S,8,16S8,1.9,2.1,MIN_16_2024-7-17,hdz5,HDZ-200-E1,5/30/2024,SA/ZE,DNA,Quick-DNA Fecal/Soil Microbe,36,HDZ Loris DNA Extracts Box 3,,HDZ-200,Warble,2/3/2024,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-205-S101,16S,9,16S9,3.75,1.1,MIN_16_2024-7-17,hdz5,HDZ-205-E1,6/13/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,21,HDZ Loris DNA Extracts Box 3,,HDZ-205,Warble,1/29/2024,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-207-S102,16S,10,16S10,3.36,1.2,MIN_16_2024-7-17,hdz5,HDZ-207-E1,6/13/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,12,HDZ Loris DNA Extracts Box 3,,HDZ-207,Warble,1/27/2024,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-208-S103,16S,11,16S11,3.73,1.1,MIN_16_2024-7-17,hdz5,HDZ-208-E1,6/13/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,11,HDZ Loris DNA Extracts Box 3,,HDZ-208,Warble,1/30/2024,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-209-S104,16S,12,16S12,1.35,3,MIN_16_2024-7-17,hdz5,HDZ-209-E1,6/6/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,40,HDZ Loris DNA Extracts Box 3,,HDZ-209,Warble,1/26/2024,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-210-S105,16S,13,16S13,2.07,1.9,MIN_16_2024-7-17,hdz5,HDZ-210-E1,6/6/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,38,HDZ Loris DNA Extracts Box 3,,HDZ-210,Warble,3/14/2024,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-211-S106,16S,14,16S14,0.976,4.1,MIN_16_2024-7-17,hdz5,HDZ-211-E1,6/6/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,24,HDZ Loris DNA Extracts Box 3,,HDZ-211,Culi,3/22/2024,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-213-S107,16S,15,16S15,1.34,3,MIN_16_2024-7-17,hdz5,HDZ-213-E1,6/14/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,31,HDZ Loris DNA Extracts Box 3,,HDZ-213,Unknown,3/31/2024,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-215-S108,16S,16,16S16,1.38,2.9,MIN_16_2024-7-17,hdz5,HDZ-215-E1,6/14/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,11,HDZ Loris DNA Extracts Box 3,,HDZ-215,Culi,3/27/2024,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-222-S109,16S,17,16S17,2.03,2,MIN_16_2024-7-17,hdz5,HDZ-222-E1,6/6/2024,SA/ZE,DNA,Quick-DNA Fecal/Soil Microbe,8.5,HDZ Loris DNA Extracts Box 3,,HDZ-222,Culi,3/2/2024,HDZ Keepers,,4,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-301-S110,16S,18,16S18,5.6,0.7,MIN_16_2024-7-17,hdz5,HDZ-301-E1,6/14/2024,SA/EK,DNA,Quick-DNA Fecal/Soil Microbe,9.2,HDZ Loris DNA Extracts Box 3,,HDZ-301,Culi,2/22/2024,HDZ Keepers,,6,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-302-S111,16S,19,16S19,1.3,3.1,MIN_16_2024-7-17,hdz5,HDZ-302-E1,6/14/2024,SA/EK,DNA,Quick-DNA Fecal/Soil Microbe,18,HDZ Loris DNA Extracts Box 3,,HDZ-302,Warble,2/25/2024,HDZ Keepers,,6,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-303-S112,16S,20,16S20,1.92,2.1,MIN_16_2024-7-17,hdz5,HDZ-303-E1,6/14/2024,SA/EK,DNA,Quick-DNA Fecal/Soil Microbe,16,HDZ Loris DNA Extracts Box 3,,HDZ-303,Warble,2/13/2024,HDZ Keepers,,6,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-304-S113,16S,21,16S21,0.778,5.2,MIN_16_2024-7-17,hdz5,HDZ-304-E1,6/14/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,1.29,HDZ Loris DNA Extracts Box 3,,HDZ-304,Warble,2/15/2024,HDZ Keepers,,6,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-305-S114,16S,22,16S22,1.27,3.2,MIN_16_2024-7-17,hdz5,HDZ-305-E1,6/14/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,40,HDZ Loris DNA Extracts Box 3,,HDZ-305,Culi,2/19/2024,HDZ Keepers,,6,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-306-S115,16S,23,16S23,4.59,0.9,MIN_16_2024-7-17,hdz5,HDZ-306-E1,6/14/2024,AS,DNA,Quick-DNA Fecal/Soil Microbe,4.28,HDZ Loris DNA Extracts Box 3,,HDZ-306,Warble,2/11/2024,HDZ Keepers,,6,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
PL-NTC-005-CTRL,16S,24,16S24,0.713,,MIN_16_2024-7-17,hdz5,PL-NTC-005-E1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16S_HDZ-PL-005,hdz5,SA,AVI712,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/17/2024,16S,
HDZ-307-S116,16S,1,16S1,,,MIN_16_2024-7-18,hdz6,HDZ-307-E1,6/18/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,19,HDZ Loris DNA Extracts Box 3,,HDZ-307,Warble,2/9/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-308-S117,16S,2,16S2,,,MIN_16_2024-7-18,hdz6,HDZ-308-E1,6/18/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,37,HDZ Loris DNA Extracts Box 3,,HDZ-308,Culi,2/15/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-309-S118,16S,3,16S3,,,MIN_16_2024-7-18,hdz6,HDZ-309-E1,6/18/2024,SA,DNA,Quick-DNA Fecal/Soil Microbe,49,HDZ Loris DNA Extracts Box 3,,HDZ-309,Warble,2/29/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-310-S119,16S,4,16S4,,,MIN_16_2024-7-18,hdz6,HDZ-310-E1,6/18/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,45,HDZ Loris DNA Extracts Box 3,,HDZ-310,Culi,2/20/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-311-S120,16S,5,16S5,,,MIN_16_2024-7-18,hdz6,HDZ-311-E1,6/18/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,46,HDZ Loris DNA Extracts Box 3,,HDZ-311,Culi,12/14/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
HDZ-312-S121,16S,6,16S6,,,MIN_16_2024-7-18,hdz6,HDZ-312-E1,6/18/2024,ZE,DNA,Quick-DNA Fecal/Soil Microbe,33,HDZ Loris DNA Extracts Box 3,,HDZ-312,Warble,2/14/2024,HDZ Keepers,,6,16S_HDZ-PL-006,hdz6,SA,AVI490,FLO-FLG114,Angel-MinION,MN43747,FA-08546,SQK-16S114-24,7/18/2024,16S,
